date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:34:42	47082/47082	---M--	200	added ('OK')	text/html	etag:%226236d1ea-b7ea%22	https://htmlstream.com/space/portfolio-classic.html	C:/My%20Web%20Sites/main%20Landing/htmlstream.com/space/portfolio-classic.html	(from https://htmlstream.com/space/landing-services-wallet.html)
21:34:43	49792/49792	---M--	200	added ('OK')	text/html	etag:%226236d1ea-c280%22	https://htmlstream.com/space/portfolio-case-study.html	C:/My%20Web%20Sites/main%20Landing/htmlstream.com/space/portfolio-case-study.html	(from https://htmlstream.com/space/landing-services-wallet.html)
21:34:43	61639/61639	---M--	200	added ('OK')	text/html	etag:%226236d1ea-f0c7%22	https://htmlstream.com/space/page-pricing.html	C:/My%20Web%20Sites/main%20Landing/htmlstream.com/space/page-pricing.html	(from https://htmlstream.com/space/landing-services-wallet.html)
21:34:43	26778/26778	---M--	200	added ('OK')	text/html	etag:%226236d1ea-689a%22	https://htmlstream.com/space/page-coming-soon.html	C:/My%20Web%20Sites/main%20Landing/htmlstream.com/space/page-coming-soon.html	(from https://htmlstream.com/space/landing-services-wallet.html)
21:34:43	6485/6485	---M--	200	added ('OK')	text/html	etag:%226236d1ea-1955%22	https://htmlstream.com/space/page-coming-soon-simple.html	C:/My%20Web%20Sites/main%20Landing/htmlstream.com/space/page-coming-soon-simple.html	(from https://htmlstream.com/space/landing-services-wallet.html)
21:34:44	3381/3381	---M--	200	added ('OK')	text/html	etag:%226236d1ea-d35%22	https://htmlstream.com/space/page-error-404.html	C:/My%20Web%20Sites/main%20Landing/htmlstream.com/space/page-error-404.html	(from https://htmlstream.com/space/landing-services-wallet.html)
21:34:44	45842/45842	---M--	200	added ('OK')	text/html	etag:%226236d1ea-b312%22	https://htmlstream.com/space/page-terms.html	C:/My%20Web%20Sites/main%20Landing/htmlstream.com/space/page-terms.html	(from https://htmlstream.com/space/landing-services-wallet.html)
21:34:45	41876/41876	---M--	200	added ('OK')	text/html	etag:%226236d1ea-a394%22	https://htmlstream.com/space/page-privacy.html	C:/My%20Web%20Sites/main%20Landing/htmlstream.com/space/page-privacy.html	(from https://htmlstream.com/space/landing-services-wallet.html)
21:34:46	55543/55543	---M--	200	added ('OK')	text/html	etag:%226236d1ea-d8f7%22	https://htmlstream.com/space/blog-classic.html	C:/My%20Web%20Sites/main%20Landing/htmlstream.com/space/blog-classic.html	(from https://htmlstream.com/space/landing-services-wallet.html)
21:34:47	59828/59828	---M--	200	added ('OK')	text/html	etag:%226236d1ea-e9b4%22	https://htmlstream.com/space/blog-article.html	C:/My%20Web%20Sites/main%20Landing/htmlstream.com/space/blog-article.html	(from https://htmlstream.com/space/landing-services-wallet.html)
21:34:47	44614/44614	---M--	200	added ('OK')	text/html	etag:%226236d1ea-ae46%22	https://htmlstream.com/space/blog-author-profile.html	C:/My%20Web%20Sites/main%20Landing/htmlstream.com/space/blog-author-profile.html	(from https://htmlstream.com/space/landing-services-wallet.html)
21:34:48	51231/51231	---M--	200	added ('OK')	text/html	etag:%226236d1ea-c81f%22	https://htmlstream.com/space/documentation/index.html	C:/My%20Web%20Sites/main%20Landing/htmlstream.com/space/documentation/index.html	(from https://htmlstream.com/space/landing-services-wallet.html)
21:34:48	38535/38535	---M--	200	added ('OK')	text/html	etag:%226236d1ea-9687%22	https://htmlstream.com/space/snippets/index.html	C:/My%20Web%20Sites/main%20Landing/htmlstream.com/space/snippets/index.html	(from https://htmlstream.com/space/landing-services-wallet.html)
21:34:50	50818/50818	---M--	200	added ('OK')	image/jpeg	etag:%226236d1ea-c682%22	https://htmlstream.com/space/assets/img/240x480/img3.jpg	C:/My%20Web%20Sites/main%20Landing/htmlstream.com/space/assets/img/240x480/img3.jpg	(from https://htmlstream.com/space/landing-services-wallet.html)
21:34:51	102287/102287	---M--	200	added ('OK')	image/svg+xml	etag:%226236d1ea-18f8f%22	https://htmlstream.com/space/assets/svg/illustrations/oc-chatting-and-payment.svg	C:/My%20Web%20Sites/main%20Landing/htmlstream.com/space/assets/svg/illustrations/oc-chatting-and-payment.svg	(from https://htmlstream.com/space/landing-services-wallet.html)
21:34:51	44128/44128	---M--	200	added ('OK')	image/jpeg	etag:%226236d1ea-ac60%22	https://htmlstream.com/space/assets/img/240x480/img1.jpg	C:/My%20Web%20Sites/main%20Landing/htmlstream.com/space/assets/img/240x480/img1.jpg	(from https://htmlstream.com/space/landing-services-wallet.html)
21:34:52	21132/21132	---M--	200	added ('OK')	image/svg+xml	etag:%226236d1ea-528c%22	https://htmlstream.com/space/assets/svg/components/shape-1.svg	C:/My%20Web%20Sites/main%20Landing/htmlstream.com/space/assets/svg/components/shape-1.svg	(from https://htmlstream.com/space/landing-services-wallet.html)
21:34:52	209895/209895	---M--	200	added ('OK')	image/svg+xml	etag:%226236d1ea-333e7%22	https://htmlstream.com/space/assets/svg/components/shape-8.svg	C:/My%20Web%20Sites/main%20Landing/htmlstream.com/space/assets/svg/components/shape-8.svg	(from https://htmlstream.com/space/landing-services-wallet.html)
21:34:52	39974/39974	---M--	200	added ('OK')	image/jpeg	etag:%226236d1ea-9c26%22	https://htmlstream.com/space/assets/img/240x480/img4.jpg	C:/My%20Web%20Sites/main%20Landing/htmlstream.com/space/assets/img/240x480/img4.jpg	(from https://htmlstream.com/space/landing-services-wallet.html)
21:34:53	42511/42511	---M--	200	added ('OK')	image/svg+xml	etag:%226236d1ea-a60f%22	https://htmlstream.com/space/assets/svg/components/shape-4.svg	C:/My%20Web%20Sites/main%20Landing/htmlstream.com/space/assets/svg/components/shape-4.svg	(from https://htmlstream.com/space/landing-services-wallet.html)
21:34:53	51645/51645	---M--	200	added ('OK')	image/svg+xml	etag:%226236d1ea-c9bd%22	https://htmlstream.com/space/assets/svg/components/shape-7.svg	C:/My%20Web%20Sites/main%20Landing/htmlstream.com/space/assets/svg/components/shape-7.svg	(from https://htmlstream.com/space/landing-services-wallet.html)
21:34:55	142662/142662	---M--	200	added ('OK')	image/jpeg	etag:%226236d1ea-22d46%22	https://htmlstream.com/space/assets/img/600x400/img2.jpg	C:/My%20Web%20Sites/main%20Landing/htmlstream.com/space/assets/img/600x400/img2.jpg	(from https://htmlstream.com/space/landing-services-wallet.html)
21:34:56	5544/5544	---M--	200	added ('OK')	image/svg+xml	etag:%226236d1ea-15a8%22	https://htmlstream.com/space/assets/svg/logos/logo-white.svg	C:/My%20Web%20Sites/main%20Landing/htmlstream.com/space/assets/svg/logos/logo-white.svg	(from https://htmlstream.com/space/landing-services-wallet.html)
21:34:57	3921/3921	---M--	200	added ('OK')	image/svg+xml	etag:%221dc09d84-f51%22	https://htmlstream.com/space/assets/vendor/flag-icon-css/flags/1x1/us.svg	C:/My%20Web%20Sites/main%20Landing/htmlstream.com/space/assets/vendor/flag-icon-css/flags/1x1/us.svg	(from https://htmlstream.com/space/landing-services-wallet.html)
21:34:57	541/541	---M--	200	added ('OK')	image/svg+xml	etag:%221dc09d84-21d%22	https://htmlstream.com/space/assets/vendor/flag-icon-css/flags/1x1/gb.svg	C:/My%20Web%20Sites/main%20Landing/htmlstream.com/space/assets/vendor/flag-icon-css/flags/1x1/gb.svg	(from https://htmlstream.com/space/landing-services-wallet.html)
21:34:57	221/221	---M--	200	added ('OK')	image/svg+xml	etag:%221dc09d84-dd%22	https://htmlstream.com/space/assets/vendor/flag-icon-css/flags/1x1/de.svg	C:/My%20Web%20Sites/main%20Landing/htmlstream.com/space/assets/vendor/flag-icon-css/flags/1x1/de.svg	(from https://htmlstream.com/space/landing-services-wallet.html)
21:34:57	211539/211539	---M--	200	added ('OK')	image/jpeg	etag:%226236d1ea-33a53%22	https://htmlstream.com/space/assets/img/600x400/img3.jpg	C:/My%20Web%20Sites/main%20Landing/htmlstream.com/space/assets/img/600x400/img3.jpg	(from https://htmlstream.com/space/landing-services-wallet.html)
21:34:58	235/235	---M--	200	added ('OK')	image/svg+xml	etag:%221dc09d84-eb%22	https://htmlstream.com/space/assets/vendor/flag-icon-css/flags/1x1/dk.svg	C:/My%20Web%20Sites/main%20Landing/htmlstream.com/space/assets/vendor/flag-icon-css/flags/1x1/dk.svg	(from https://htmlstream.com/space/landing-services-wallet.html)
21:34:58	526474/526474	---M--	200	added ('OK')	image/jpeg	etag:%226236d1ea-8088a%22	https://htmlstream.com/space/assets/img/950x950/img7.jpg	C:/My%20Web%20Sites/main%20Landing/htmlstream.com/space/assets/img/950x950/img7.jpg	(from https://htmlstream.com/space/landing-services-wallet.html)
21:34:58	92546/92546	---M--	200	added ('OK')	image/svg+xml	etag:%221dc09d84-16982%22	https://htmlstream.com/space/assets/vendor/flag-icon-css/flags/1x1/es.svg	C:/My%20Web%20Sites/main%20Landing/htmlstream.com/space/assets/vendor/flag-icon-css/flags/1x1/es.svg	(from https://htmlstream.com/space/landing-services-wallet.html)
21:34:59	228/228	---M--	200	added ('OK')	image/svg+xml	etag:%221dc09d84-e4%22	https://htmlstream.com/space/assets/vendor/flag-icon-css/flags/1x1/nl.svg	C:/My%20Web%20Sites/main%20Landing/htmlstream.com/space/assets/vendor/flag-icon-css/flags/1x1/nl.svg	(from https://htmlstream.com/space/landing-services-wallet.html)
21:34:59	167739/167739	---M--	200	added ('OK')	image/jpeg	etag:%226236d1ea-28f3b%22	https://htmlstream.com/space/assets/img/600x400/img1.jpg	C:/My%20Web%20Sites/main%20Landing/htmlstream.com/space/assets/img/600x400/img1.jpg	(from https://htmlstream.com/space/landing-services-wallet.html)
21:34:59	292/292	---M--	200	added ('OK')	image/svg+xml	etag:%221dc09d84-124%22	https://htmlstream.com/space/assets/vendor/flag-icon-css/flags/1x1/it.svg	C:/My%20Web%20Sites/main%20Landing/htmlstream.com/space/assets/vendor/flag-icon-css/flags/1x1/it.svg	(from https://htmlstream.com/space/landing-services-wallet.html)
21:34:59	743/743	---M--	200	added ('OK')	image/svg+xml	etag:%221dc09d84-2e7%22	https://htmlstream.com/space/assets/vendor/flag-icon-css/flags/1x1/cn.svg	C:/My%20Web%20Sites/main%20Landing/htmlstream.com/space/assets/vendor/flag-icon-css/flags/1x1/cn.svg	(from https://htmlstream.com/space/landing-services-wallet.html)
21:35:00	1116/1116	---M--	200	added ('OK')	image/svg+xml	etag:%226236d1ea-45c%22	https://htmlstream.com/space/assets/svg/brands/google-icon.svg	C:/My%20Web%20Sites/main%20Landing/htmlstream.com/space/assets/svg/brands/google-icon.svg	(from https://htmlstream.com/space/landing-services-wallet.html)
21:35:00	868/868	---M--	200	added ('OK')	image/svg+xml	etag:%226236d1ea-364%22	https://htmlstream.com/space/assets/svg/brands/gitlab-gray.svg	C:/My%20Web%20Sites/main%20Landing/htmlstream.com/space/assets/svg/brands/gitlab-gray.svg	(from https://htmlstream.com/space/landing-services-wallet.html)
21:35:00	7390/7390	---M--	200	added ('OK')	image/svg+xml	etag:%226236d1ea-1cde%22	https://htmlstream.com/space/assets/svg/brands/fitbit-gray.svg	C:/My%20Web%20Sites/main%20Landing/htmlstream.com/space/assets/svg/brands/fitbit-gray.svg	(from https://htmlstream.com/space/landing-services-wallet.html)
21:35:01	1416/1416	---M--	200	added ('OK')	image/svg+xml	etag:%226236d1ea-588%22	https://htmlstream.com/space/assets/svg/brands/flow-xo-gray.svg	C:/My%20Web%20Sites/main%20Landing/htmlstream.com/space/assets/svg/brands/flow-xo-gray.svg	(from https://htmlstream.com/space/landing-services-wallet.html)
21:35:01	2766/2766	---M--	200	added ('OK')	image/svg+xml	etag:%226236d1ea-ace%22	https://htmlstream.com/space/assets/svg/brands/layar-gray.svg	C:/My%20Web%20Sites/main%20Landing/htmlstream.com/space/assets/svg/brands/layar-gray.svg	(from https://htmlstream.com/space/landing-services-wallet.html)
21:35:02	12701/12701	---M--	200	added ('OK')	application/javascript	etag:%226236d1ea-319d%22	https://htmlstream.com/space/assets/js/theme.min.js	C:/My%20Web%20Sites/main%20Landing/htmlstream.com/space/assets/js/theme.min.js	(from https://htmlstream.com/space/landing-services-wallet.html)
21:35:04	9107/9107	---M--	200	added ('OK')	image/svg+xml	etag:%226236d1ea-2393%22	https://htmlstream.com/space/assets/svg/illustrations/oc-chatting.svg	C:/My%20Web%20Sites/main%20Landing/htmlstream.com/space/assets/svg/illustrations/oc-chatting.svg	(from https://htmlstream.com/space/index.html)
21:35:04	137124/137124	---M--	200	added ('OK')	font/woff	etag:%221dc09d84-217a4%22	https://htmlstream.com/space/assets/css/fonts/bootstrap-icons.woff?524846017b983fc8ded9325d94ed40f3	C:/My%20Web%20Sites/main%20Landing/htmlstream.com/space/assets/css/fonts/bootstrap-icons44df.woff	(from https://htmlstream.com/space/assets/css/vendor.min.css)
21:35:05	926/926	---M--	200	added ('OK')	image/svg+xml	etag:%226236d1ea-39e%22	https://htmlstream.com/space/assets/svg/illustrations/star.svg	C:/My%20Web%20Sites/main%20Landing/htmlstream.com/space/assets/svg/illustrations/star.svg	(from https://htmlstream.com/space/index.html)
21:35:05	5910/5910	---M--	200	added ('OK')	image/svg+xml	etag:%226236d1ea-1716%22	https://htmlstream.com/space/assets/svg/brands/amazon-white-50.svg	C:/My%20Web%20Sites/main%20Landing/htmlstream.com/space/assets/svg/brands/amazon-white-50.svg	(from https://htmlstream.com/space/index.html)
21:35:05	1010/1010	---M--	200	added ('OK')	image/svg+xml	etag:%226236d1ea-3f2%22	https://htmlstream.com/space/assets/svg/illustrations/star-half.svg	C:/My%20Web%20Sites/main%20Landing/htmlstream.com/space/assets/svg/illustrations/star-half.svg	(from https://htmlstream.com/space/index.html)
21:35:06	102536/102536	---M--	200	added ('OK')	font/woff2	etag:%221dc09d84-19088%22	https://htmlstream.com/space/assets/css/fonts/bootstrap-icons.woff2?524846017b983fc8ded9325d94ed40f3	C:/My%20Web%20Sites/main%20Landing/htmlstream.com/space/assets/css/fonts/bootstrap-icons44df.woff2	(from https://htmlstream.com/space/assets/css/vendor.min.css)
21:35:06	5853/5853	---M--	200	added ('OK')	image/svg+xml	etag:%226236d1ea-16dd%22	https://htmlstream.com/space/assets/svg/brands/airbnb-white-50.svg	C:/My%20Web%20Sites/main%20Landing/htmlstream.com/space/assets/svg/brands/airbnb-white-50.svg	(from https://htmlstream.com/space/index.html)
21:35:07	2859/2859	---M--	200	added ('OK')	image/svg+xml	etag:%226236d1ea-b2b%22	https://htmlstream.com/space/assets/svg/brands/google-white-50.svg	C:/My%20Web%20Sites/main%20Landing/htmlstream.com/space/assets/svg/brands/google-white-50.svg	(from https://htmlstream.com/space/index.html)
21:35:07	2825/2825	---M--	200	added ('OK')	image/svg+xml	etag:%226236d1ea-b09%22	https://htmlstream.com/space/assets/svg/components/shape-3-soft-light.svg	C:/My%20Web%20Sites/main%20Landing/htmlstream.com/space/assets/svg/components/shape-3-soft-light.svg	(from https://htmlstream.com/space/index.html)
21:35:07	5891/5891	---M--	200	added ('OK')	image/svg+xml	etag:%226236d1ea-1703%22	https://htmlstream.com/space/assets/svg/components/shape-1-soft-light.svg	C:/My%20Web%20Sites/main%20Landing/htmlstream.com/space/assets/svg/components/shape-1-soft-light.svg	(from https://htmlstream.com/space/index.html)
21:35:08	1324/1324	---M--	200	added ('OK')	image/svg+xml	etag:%226236d1ea-52c%22	https://htmlstream.com/space/assets/svg/components/shape-2-soft-light.svg	C:/My%20Web%20Sites/main%20Landing/htmlstream.com/space/assets/svg/components/shape-2-soft-light.svg	(from https://htmlstream.com/space/index.html)
21:35:10	146451/146451	---M--	200	added ('OK')	image/jpeg	etag:%226236d1ea-23c13%22	https://htmlstream.com/space/assets/img/800x500/img6.jpg	C:/My%20Web%20Sites/main%20Landing/htmlstream.com/space/assets/img/800x500/img6.jpg	(from https://htmlstream.com/space/index.html)
21:35:10	37760/37760	---M--	200	added ('OK')	image/jpeg	etag:%226236d1ea-9380%22	https://htmlstream.com/space/assets/img/240x480/img2.jpg	C:/My%20Web%20Sites/main%20Landing/htmlstream.com/space/assets/img/240x480/img2.jpg	(from https://htmlstream.com/space/index.html)
21:35:10	94229/94229	---M--	200	added ('OK')	image/jpeg	etag:%226236d1ea-17015%22	https://htmlstream.com/space/assets/img/800x500/img8.jpg	C:/My%20Web%20Sites/main%20Landing/htmlstream.com/space/assets/img/800x500/img8.jpg	(from https://htmlstream.com/space/index.html)
21:35:10	46992/46992	---M--	200	added ('OK')	image/jpeg	etag:%226236d1ea-b790%22	https://htmlstream.com/space/assets/img/800x500/img1.jpg	C:/My%20Web%20Sites/main%20Landing/htmlstream.com/space/assets/img/800x500/img1.jpg	(from https://htmlstream.com/space/index.html)
21:35:11	6499/6499	---M--	200	added ('OK')	image/svg+xml	etag:%226236d1ea-1963%22	https://htmlstream.com/space/assets/svg/illustrations/oc-error.svg	C:/My%20Web%20Sites/main%20Landing/htmlstream.com/space/assets/svg/illustrations/oc-error.svg	(from https://htmlstream.com/space/index.html)
21:35:12	4323/4323	---M--	200	added ('OK')	image/svg+xml	etag:%226236d1ea-10e3%22	https://htmlstream.com/space/assets/svg/components/shape-4-soft-light.svg	C:/My%20Web%20Sites/main%20Landing/htmlstream.com/space/assets/svg/components/shape-4-soft-light.svg	(from https://htmlstream.com/space/index.html)
21:35:13	744051/744051	---M--	200	added ('OK')	application/javascript	etag:%226236d1ea-b5a73%22	https://htmlstream.com/space/assets/js/vendor.min.js	C:/My%20Web%20Sites/main%20Landing/htmlstream.com/space/assets/js/vendor.min.js	(from https://htmlstream.com/space/landing-services-wallet.html)
21:35:13	6386/6386	---M--	200	added ('OK')	image/svg+xml	etag:%226236d1ea-18f2%22	https://htmlstream.com/space/assets/svg/components/shape-5-soft-light.svg	C:/My%20Web%20Sites/main%20Landing/htmlstream.com/space/assets/svg/components/shape-5-soft-light.svg	(from https://htmlstream.com/space/index.html)
21:35:13	1992/1992	---M--	200	added ('OK')	image/svg+xml	etag:%226236d1ea-7c8%22	https://htmlstream.com/space/assets/svg/components/shape-6-soft-light.svg	C:/My%20Web%20Sites/main%20Landing/htmlstream.com/space/assets/svg/components/shape-6-soft-light.svg	(from https://htmlstream.com/space/index.html)
21:35:13	8479/8479	---M--	200	added ('OK')	image/svg+xml	etag:%226236d1ea-211f%22	https://htmlstream.com/space/assets/svg/brands/vidados-white.svg	C:/My%20Web%20Sites/main%20Landing/htmlstream.com/space/assets/svg/brands/vidados-white.svg	(from https://htmlstream.com/space/index.html)
21:35:14	7402/7402	---M--	200	added ('OK')	image/svg+xml	etag:%226236d1ea-1cea%22	https://htmlstream.com/space/assets/svg/brands/fitbit-white.svg	C:/My%20Web%20Sites/main%20Landing/htmlstream.com/space/assets/svg/brands/fitbit-white.svg	(from https://htmlstream.com/space/index.html)
21:35:14	3410/3410	---M--	200	added ('OK')	image/svg+xml	etag:%226236d1ea-d52%22	https://htmlstream.com/space/assets/svg/brands/forbes-white.svg	C:/My%20Web%20Sites/main%20Landing/htmlstream.com/space/assets/svg/brands/forbes-white.svg	(from https://htmlstream.com/space/index.html)
21:35:14	10029/10029	---M--	200	added ('OK')	image/svg+xml	etag:%226236d1ea-272d%22	https://htmlstream.com/space/assets/svg/brands/mailchimp-white.svg	C:/My%20Web%20Sites/main%20Landing/htmlstream.com/space/assets/svg/brands/mailchimp-white.svg	(from https://htmlstream.com/space/index.html)
21:35:15	4049/4049	---M--	200	added ('OK')	image/svg+xml	etag:%226236d1ea-fd1%22	https://htmlstream.com/space/assets/svg/brands/layar-white.svg	C:/My%20Web%20Sites/main%20Landing/htmlstream.com/space/assets/svg/brands/layar-white.svg	(from https://htmlstream.com/space/index.html)
21:35:16	150610/150610	---M--	200	added ('OK')	image/jpeg	etag:%226236d1ea-24c52%22	https://htmlstream.com/space/assets/img/466x510/img1.jpg	C:/My%20Web%20Sites/main%20Landing/htmlstream.com/space/assets/img/466x510/img1.jpg	(from https://htmlstream.com/space/landing-agency.html)
